"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"arachidonic acid CTD 00007139","1/168",0.04130414695089,0.0724795699679631,0,0,29.6826347305389,94.5923939883117,"CYP1B1"
"bicalutamide CTD 00002279","1/170",0.0417875054859525,0.0728636567175944,0,0,29.3284023668639,93.1223083508577,"PTEN"
"captopril HL60 DOWN","1/170",0.0417875054859525,0.0728636567175944,0,0,29.3284023668639,93.1223083508577,"DEGS1"
"carmustine PC3 UP","1/171",0.0420291116371445,0.07297261660573,0,0,29.1544117647059,92.4017817611758,"DEGS1"
"hydroquinone CTD 00001535","1/172",0.0422706690502999,0.07297261660573,0,0,28.9824561403509,91.6906904195877,"CYP1B1"
"MG-132 CTD 00002789","1/173",0.0425121777321948,0.07297261660573,0,0,28.8125,90.9888581843975,"CYP1B1"
"COBALT CTD 00005696","1/173",0.0425121777321948,0.07297261660573,0,0,28.8125,90.9888581843975,"CYP1B1"
"L-aspartic acid BOSS","1/173",0.0425121777321948,0.07297261660573,0,0,28.8125,90.9888581843975,"PTEN"
"parthenolide PC3 DOWN","1/174",0.0427536377036415,0.0731591750767281,0,0,28.6445086705202,90.2961131758246,"CYP1B1"
"trichostatin A CTD 00000660","3/3584",0.0431652104267838,0.0736347707280429,0,0,6.87545378385926,21.607629019572,"HSDL2;PTEN;CYP1B1"
"CALCIUM CTD 00005559","1/178",0.0437189904976355,0.0739358677457,0,0,27.9915254237288,87.6127105787506,"CYP1B1"
"PhIP CTD 00002156","1/179",0.0439602069728966,0.0739358677457,0,0,27.8328651685393,86.9629645143461,"CYP1B1"
"dUTP BOSS","1/179",0.0439602069728966,0.0739358677457,0,0,27.8328651685393,86.9629645143461,"PTEN"
"GEMCITABINE HYDROCHLORIDE BOSS","1/179",0.0439602069728966,0.0739358677457,0,0,27.8328651685393,86.9629645143461,"PTEN"
"L-threonine BOSS","1/181",0.0444424938883866,0.0739358677457,0,0,27.5208333333333,85.6877437529494,"PTEN"
"hydrogen sulfide BOSS","1/181",0.0444424938883866,0.0739358677457,0,0,27.5208333333333,85.6877437529494,"PTEN"
"1,9-Pyrazoloanthrone CTD 00003948","1/181",0.0444424938883866,0.0739358677457,0,0,27.5208333333333,85.6877437529494,"PTEN"
"parthenolide HL60 DOWN","1/181",0.0444424938883866,0.0739358677457,0,0,27.5208333333333,85.6877437529494,"CYP1B1"
"calmidazolium MCF7 UP","1/182",0.0446835643544793,0.0739358677457,0,0,27.3674033149171,85.0619818270887,"CYP1B1"
"5,6-BENZOFLAVONE CTD 00007276","1/182",0.0446835643544793,0.0739358677457,0,0,27.3674033149171,85.0619818270887,"CYP1B1"
"Velcade(Bortezomib) BOSS","1/183",0.044924586162201,0.0740661404390525,0,0,27.2156593406593,84.4439329137397,"PTEN"
"terfenadine MCF7 UP","1/184",0.0451655593239957,0.0740661404390525,0,0,27.0655737704918,83.8334615372998,"CYP1B1"
"ZEARALENONE CTD 00007008","1/184",0.0451655593239957,0.0740661404390525,0,0,27.0655737704918,83.8334615372998,"CYP1B1"
"Imatinib mesylate BOSS","1/187",0.0458881869997037,0.0740783322289459,0,0,26.625,82.0462037551873,"PTEN"
"NICKEL CTD 00006389","1/189",0.0463696956816514,0.0740783322289459,0,0,26.3390957446809,80.8902377711309,"CYP1B1"
"metformin BOSS","1/189",0.0463696956816514,0.0740783322289459,0,0,26.3390957446809,80.8902377711309,"PTEN"
"Superoxide BOSS","1/189",0.0463696956816514,0.0740783322289459,0,0,26.3390957446809,80.8902377711309,"PTEN"
"actinomycin D CTD 00005748","1/190",0.0466103771145235,0.0740783322289459,0,0,26.1984126984127,80.3225538789853,"CYP1B1"
"formaldehyde BOSS","1/191",0.046851009948385,0.0740783322289459,0,0,26.0592105263158,79.7615811055554,"PTEN"
"Insulin BOSS","1/191",0.046851009948385,0.0740783322289459,0,0,26.0592105263158,79.7615811055554,"PTEN"
"serine BOSS","1/191",0.046851009948385,0.0740783322289459,0,0,26.0592105263158,79.7615811055554,"PTEN"
"1-Phosphatidyl-myo-inositol BOSS","1/192",0.0470915942002926,0.0740783322289459,0,0,25.9214659685864,79.2072064270803,"PTEN"
"GONADORELIN BOSS","1/192",0.0470915942002926,0.0740783322289459,0,0,25.9214659685864,79.2072064270803,"PTEN"
"dihydroergocristine HL60 DOWN","1/192",0.0470915942002926,0.0740783322289459,0,0,25.9214659685864,79.2072064270803,"OSBPL1A"
"ethisterone BOSS","1/193",0.047332129861881,0.0740783322289459,0,0,25.78515625,78.6593193061863,"PTEN"
"cerivastatin BOSS","1/193",0.047332129861881,0.0740783322289459,0,0,25.78515625,78.6593193061863,"PTEN"
"Angiotensin II, human BOSS","1/193",0.047332129861881,0.0740783322289459,0,0,25.78515625,78.6593193061863,"PTEN"
"Simvastatin and niacin BOSS","1/193",0.047332129861881,0.0740783322289459,0,0,25.78515625,78.6593193061863,"PTEN"
"PLATINUM BOSS","1/194",0.0475726169546721,0.0740783322289459,0,0,25.6502590673575,78.1178115948762,"PTEN"
"ethosuximide HL60 DOWN","1/194",0.0475726169546721,0.0740783322289459,0,0,25.6502590673575,78.1178115948762,"CYP1B1"
"valproic acid HL60 DOWN","1/195",0.0478130554817338,0.0740783322289459,0,0,25.5167525773196,77.5825774968116,"CYP1B1"
"UNII-CXY7B3Q98Z BOSS","1/195",0.0478130554817338,0.0740783322289459,0,0,25.5167525773196,77.5825774968116,"PTEN"
"2-Butanone BOSS","1/196",0.0480534454514014,0.0740783322289459,0,0,25.3846153846154,77.0535134919584,"PTEN"
"water BOSS","1/196",0.0480534454514014,0.0740783322289459,0,0,25.3846153846154,77.0535134919584,"PTEN"
"tamoxifen BOSS","1/197",0.0482937868634323,0.0740783322289459,0,0,25.2538265306122,76.5305182836233,"PTEN"
"5-Fluorouracil BOSS","1/197",0.0482937868634323,0.0740783322289459,0,0,25.2538265306122,76.5305182836233,"PTEN"
"rapamycin BOSS","1/198",0.0485340797362059,0.0740783322289459,0,0,25.1243654822335,76.0134927256932,"PTEN"
"Bisulfite BOSS","1/198",0.0485340797362059,0.0740783322289459,0,0,25.1243654822335,76.0134927256932,"PTEN"
"lobeline HL60 DOWN","2/1510",0.0488516094299981,0.0743543057575931,0,0,8.17285587975243,24.6735899991062,"PTEN;CYP1B1"
"doxorubicin BOSS","1/200",0.0490145198704161,0.0743543057575931,0,0,24.8693467336683,74.9969644756718,"PTEN"
"L-thyroxine BOSS","1/201",0.0492546671533965,0.0743543057575931,0,0,24.74375,74.4972738004234,"PTEN"
"cephaeline MCF7 DOWN","1/201",0.0492546671533965,0.0743543057575931,0,0,24.74375,74.4972738004234,"DEGS1"
"Pentadecafluorooctanoic acid CTD 00001078","1/203",0.0497348161771361,0.0744219586004953,0,0,24.4962871287129,73.5145840659419,"PTEN"
"co-dergocrine mesilate HL60 DOWN","1/203",0.0497348161771361,0.0744219586004953,0,0,24.4962871287129,73.5145840659419,"OSBPL1A"
"N-methyl-D-aspartic acid BOSS","1/203",0.0497348161771361,0.0744219586004953,0,0,24.4962871287129,73.5145840659419,"OSBPL1A"
"0179445-0000 MCF7 UP","1/204",0.0499748179349969,0.0744219586004953,0,0,24.3743842364532,73.0314085440888,"CYP1B1"
"monobenzone PC3 DOWN","1/204",0.0499748179349969,0.0744219586004953,0,0,24.3743842364532,73.0314085440888,"CYP1B1"
"dimethyl sulfoxide CTD 00005842","1/207",0.0506945322784356,0.0752408080432635,0,0,24.0157766990291,71.6135383774034,"CYP1B1"
"2,2',4,4',5,5'-Hexachlorobiphenyl CTD 00000731","1/208",0.050934340109142,0.0752408080432635,0,0,23.8985507246377,71.1511935886949,"CYP1B1"
"Sodium dichromate CTD 00000827","1/208",0.050934340109142,0.0752408080432635,0,0,23.8985507246377,71.1511935886949,"CYP1B1"
"SELENIUM CTD 00006731","2/1559",0.0518102103808199,0.0763300158284271,0,0,7.8946692357097,23.3695475385124,"DEGS1;OSBPL1A"
"progesterone BOSS","1/221",0.0540474343473396,0.0794136968676909,0,0,22.4715909090909,65.5697024002527,"PTEN"
"resveratrol CTD 00002483","2/1601",0.0544021312326085,0.0796913287575288,0,0,7.66979362101313,22.3294686055656,"PTEN;CYP1B1"
"EINECS 250-892-2 CTD 00001193","1/223",0.0545256459919934,0.0796913287575288,0,0,22.2668918918919,64.7762615896569,"CYP1B1"
"resveratrol BOSS","1/225",0.0550036642219965,0.0801772989056086,0,0,22.0658482142857,63.9988036512559,"PTEN"
"PHENCYCLIDINE CTD 00005881","1/226",0.0552426008207353,0.0803131215098288,0,0,21.9666666666667,63.6159250967051,"CYP1B1"
"Retinoic acid BOSS","1/232",0.0566752057210421,0.0821360045564149,0,0,21.3896103896104,61.3971323596333,"OSBPL1A"
"ZINC CTD 00007011","2/1642",0.0569813086908771,0.0821360045564149,0,0,7.46138211382114,21.377098390708,"PTEN;OSBPL1A"
"1-NITROPYRENE CTD 00001569","1/234",0.0571523543038795,0.0821360045564149,0,0,21.2038626609442,60.6861905913671,"CYP1B1"
"Aflodac CTD 00006817","1/234",0.0571523543038795,0.0821360045564149,0,0,21.2038626609442,60.6861905913671,"CYP1B1"
"verteporfin MCF7 DOWN","1/235",0.0573908561782572,0.0821360045564149,0,0,21.1121794871795,60.3358704792836,"CYP1B1"
"gemcitabine CTD 00002382","1/235",0.0573908561782572,0.0821360045564149,0,0,21.1121794871795,60.3358704792836,"PTEN"
"Prestwick-983 HL60 DOWN","1/236",0.057629309791798,0.0822636002468412,0,0,21.0212765957447,59.9889213248297,"OSBPL1A"
"hesperetin PC3 DOWN","1/237",0.0578677151468705,0.0823904678189293,0,0,20.9311440677966,59.6452970158472,"CYP1B1"
"2-Methylcholine CTD 00002006","2/1666",0.0585131977821871,0.0829795259448917,0,0,7.34415064102564,20.8463932383109,"PTEN;OSBPL1A"
"tolnaftate PC3 DOWN","1/240",0.0585826417287892,0.0829795259448917,0,0,20.6652719665272,58.6339242057214,"CYP1B1"
"tretinoin HL60 UP","1/241",0.0588208541183383,0.0831033092800113,0,0,20.578125,58.3031542598228,"CYP1B1"
"puromycin MCF7 UP","1/242",0.0590590182819408,0.0832263914919421,0,0,20.4917012448133,57.9754905286245,"CYP1B1"
"quinpirole HL60 DOWN","1/245",0.0597732215366308,0.0838314720879865,0,0,20.2366803278689,57.0107256065769,"OSBPL1A"
"COPPER CTD 00005706","2/1688",0.0599316147082614,0.0838314720879865,0,0,7.23962040332147,20.3762817263936,"PTEN;CYP1B1"
"ouabain MCF7 UP","1/246",0.0600111928894294,0.0838314720879865,0,0,20.1530612244898,56.6950792586901,"CYP1B1"
"rapamycin CTD 00007350","1/247",0.0602491160559758,0.0838314720879865,0,0,20.0701219512195,56.3823388698241,"PTEN"
"harmine MCF7 DOWN","1/247",0.0602491160559758,0.0838314720879865,0,0,20.0701219512195,56.3823388698241,"CYP1B1"
"PNU-0293363 MCF7 UP","1/255",0.0621507675972213,0.0860428968494194,0,0,19.4301181102362,53.980600837651,"DEGS1"
"digoxigenin MCF7 UP","1/255",0.0621507675972213,0.0860428968494194,0,0,19.4301181102362,53.980600837651,"CYP1B1"
"alsterpaullone MCF7 UP","1/256",0.0623882574190963,0.0861552126263711,0,0,19.3529411764706,53.6923781775184,"CYP1B1"
"curcumin BOSS","1/257",0.0626256991356033,0.0862669005592936,0,0,19.2763671875,53.4067088397324,"PTEN"
"zuclopenthixol PC3 DOWN","1/260",0.0633377356775737,0.08703015550709,0,0,19.0501930501931,52.564702134669,"CYP1B1"
"piperlongumine MCF7 DOWN","1/262",0.0638121862717512,0.0874639667555595,0,0,18.9022988505747,52.0155557826384,"CYP1B1"
"tolnaftate PC3 UP","1/266",0.064760510705784,0.0884286590106369,0,0,18.6132075471698,50.945452151108,"PTEN"
"rifabutin MCF7 UP","1/267",0.0649974716865843,0.0884286590106369,0,0,18.5422932330827,50.6836323944174,"DEGS1"
"niclosamide HL60 DOWN","1/267",0.0649974716865843,0.0884286590106369,0,0,18.5422932330827,50.6836323944174,"CYP1B1"
"MG-132 MCF7 UP","1/270",0.0657080664908626,0.0891752330947422,0,0,18.3327137546468,49.9114288716913,"OSBPL1A"
"2-Nonenal, 4-hydroxy-, (2E,4R)- CTD 00001295","1/274",0.0666548541237908,0.0902378983346652,0,0,18.0604395604396,48.9117773629356,"CYP1B1"
"cyclophosphamide CTD 00005734","1/280",0.0680735962817488,0.0918435489287575,0,0,17.6666666666667,47.4732635409331,"CYP1B1"
"COUMESTROL CTD 00005717","2/1812",0.0681742495678073,0.0918435489287575,0,0,6.69797421731123,17.9886713759467,"PTEN;CYP1B1"
"verteporfin HL60 DOWN","1/283",0.0687823200968866,0.0924367277399622,0,0,17.4760638297872,46.7800769471477,"CYP1B1"
"Zinc sulfate CTD 00007264","1/287",0.069726614404736,0.0934777725961302,0,0,17.2281468531469,45.881538844558,"PTEN"
"valproic acid HL60 UP","1/289",0.0701984742084176,0.0938819400214517,0,0,17.1067708333333,45.4429170591814,"HSDL2"
"Allococaine CTD 00005697","1/290",0.070434332303681,0.0939692907974049,0,0,17.0467128027682,45.2261983626946,"OSBPL1A"
"dihydroergotamine HL60 DOWN","1/293",0.0711416194192665,0.0944554995181104,0,0,16.8690068493151,44.5861809942525,"OSBPL1A"
"luteolin HL60 DOWN","1/293",0.0711416194192665,0.0944554995181104,0,0,16.8690068493151,44.5861809942525,"CYP1B1"
"digoxigenin PC3 UP","1/296",0.0718484759512339,0.0951646880988699,0,0,16.6949152542373,43.9609820346354,"CYP1B1"
"OCHRATOXIN A CTD 00001202","1/297",0.0720839991361056,0.0952476823117367,0,0,16.6376689189189,43.7557912393875,"PTEN"
"zuclopenthixol PC3 UP","1/301",0.0730256138496532,0.0962610364381792,0,0,16.4125,42.9506102182675,"PTEN"
"17-Ethynyl estradiol CTD 00005932","1/304",0.0737313231123396,0.0969593294389,0,0,16.2475247524752,42.3626190976487,"PTEN"
"POTASSIUM CHROMATE CTD 00001284","2/1897",0.0740600169649356,0.0971596889230465,0,0,6.36763412489006,16.5741841643344,"HSDL2;CYP1B1"
"pergolide HL60 UP","1/312",0.0756111134435304,0.0987244632876428,0,0,15.8231511254019,40.8577813782294,"CYP1B1"
"MG-262 MCF7 UP","1/312",0.0756111134435304,0.0987244632876428,0,0,15.8231511254019,40.8577813782294,"OSBPL1A"
"MG-262 PC3 UP","1/320",0.0774878506904121,0.100935710946612,0,0,15.4200626959248,39.4388784866711,"OSBPL1A"
"8-azaguanine PC3 UP","1/323",0.0781908407792893,0.101437128243169,0,0,15.2740683229814,38.9275327435681,"CYP1B1"
"digoxin MCF7 UP","1/324",0.0784250755564251,0.101437128243169,0,0,15.2260061919505,38.7594973974433,"CYP1B1"
"helveticoside PC3 UP","1/324",0.0784250755564251,0.101437128243169,0,0,15.2260061919505,38.7594973974433,"CYP1B1"
"pregnenolone PC3 DOWN","1/325",0.0786592627152686,0.101501765236799,0,0,15.1782407407407,38.5926485103502,"CYP1B1"
"digitoxigenin MCF7 UP","1/328",0.0793615385474878,0.102168709672116,0,0,15.0366972477064,38.0991027756684,"CYP1B1"
"HC toxin MCF7 UP","1/332",0.0802972401224366,0.103132352698048,0,0,14.8519637462236,37.4569500261307,"DEGS1"
"menadione HL60 UP","1/334",0.0807648055233412,0.103491646147351,0,0,14.7612612612613,37.1424920004455,"CYP1B1"
"cicloheximide MCF7 UP","1/354",0.08543000918299,0.109007360098994,0,0,13.9107648725212,34.2212862452374,"CYP1B1"
"vorinostat PC3 DOWN","1/355",0.0856627711848721,0.109007360098994,0,0,13.8707627118644,34.0851378244743,"CYP1B1"
"helveticoside MCF7 UP","1/355",0.0856627711848721,0.109007360098994,0,0,13.8707627118644,34.0851378244743,"CYP1B1"
"diltiazem PC3 DOWN","1/364",0.0877554973697224,0.111413085370316,0,0,13.5206611570248,32.8984831450837,"HSDL2"
"(17S)-17-hydroxy-13,17-dimethyl-1,2,6,7,8,14,15,16-octahydrocyclopenta[a]phenanthren-3-one CTD 00007088","1/367",0.0884522206016669,0.111819419336223,0,0,13.4077868852459,32.5178083660619,"PTEN"
"scopolamine PC3 DOWN","1/368",0.0886843670597628,0.111819419336223,0,0,13.3705722070845,32.3925062343672,"CYP1B1"
"0175029-0000 MCF7 UP","1/368",0.0886843670597628,0.111819419336223,0,0,13.3705722070845,32.3925062343672,"HSDL2"
"minoxidil PC3 UP","1/371",0.0893805226614712,0.11243988124765,0,0,13.2601351351351,32.0212703204482,"PTEN"
"nocodazole HL60 UP","1/373",0.0898443899894615,0.112544252313233,0,0,13.1875,31.7776036375204,"CYP1B1"
"(-)-Epigallocatechin gallate CTD 00002033","2/2114",0.0899036677053929,0.112544252313233,0,0,5.64488636363636,13.598624620507,"HSDL2;CYP1B1"
"3'-Azido-3'-deoxythymidine CTD 00007047","1/374",0.0900762527588673,0.112544252313233,0,0,13.1514745308311,31.6568974368337,"CYP1B1"
"proscillaridin MCF7 UP","1/378",0.091003231363652,0.113189120725445,0,0,13.0092838196286,31.1814354452281,"CYP1B1"
"cicloheximide PC3 UP","1/378",0.091003231363652,0.113189120725445,0,0,13.0092838196286,31.1814354452281,"CYP1B1"
"piperlongumine HL60 DOWN","1/389",0.0935485276815601,0.115831997196718,0,0,12.6333762886598,29.9319421602421,"CYP1B1"
"Medroxyprogesterone acetate CTD 00006623","1/389",0.0935485276815601,0.115831997196718,0,0,12.6333762886598,29.9319421602421,"CYP1B1"
"cyclosporin A CTD 00007121","3/4825",0.0944768415448704,0.116719147289739,0,0,4.71992948983824,11.13620417544,"HSDL2;CYP1B1;OSBPL1A"
"apigenin HL60 DOWN","1/396",0.0951652908200703,0.117306656022055,0,0,12.4050632911392,29.1784455186463,"CYP1B1"
"ellipticine PC3 DOWN","1/399",0.0958574827080112,0.117896145027041,0,0,12.3096733668342,28.8648637796162,"CYP1B1"
"Methaneseleninic acid CTD 00000412","1/402",0.0965492509160305,0.11848248831789,0,0,12.215710723192,28.5566917389579,"PTEN"
"lanatoside C MCF7 UP","1/405",0.0972405956538741,0.119065707122855,0,0,12.1231435643564,28.2537983752079,"CYP1B1"
"thapsigargin MCF7 UP","1/407",0.0977012569566164,0.119364506836132,0,0,12.0621921182266,28.0547392239317,"CYP1B1"
"rosiglitazone CTD 00003139","1/411",0.0986220154269925,0.119957462473009,0,0,11.9420731707317,27.6633439181777,"PTEN"
"lanatoside C PC3 UP","1/411",0.0986220154269925,0.119957462473009,0,0,11.9420731707317,27.6633439181777,"CYP1B1"
"Pentabromodiphenyl ether CTD 00003077","1/415",0.0995420220761895,0.120545962191959,0,0,11.8242753623188,27.2806771388626,"CYP1B1"
"VALPROIC ACID CTD 00006977","4/8312",0.0995433989062454,0.120545962191959,0,0,5.62686567164179,12.9820881808956,"HSDL2;CYP1B1;DEGS1;OSBPL1A"
"ouabain PC3 UP","1/416",0.0997719063090297,0.120557720123411,0,0,11.7951807228916,27.1863420947412,"CYP1B1"
"Vorinostat CTD 00003560","1/425",0.101838752479018,0.122785891938597,0,0,11.5395047169811,26.3604357841468,"CYP1B1"
"diclofenac CTD 00005804","1/427",0.10229753566755,0.123069742691747,0,0,11.4841549295775,26.1823768033579,"PTEN"
"8-azaguanine HL60 UP","1/428",0.102526856962377,0.1230769023666,0,0,11.4566744730679,26.0940711577874,"CYP1B1"
"sanguinarine HL60 DOWN","1/431",0.103214539633463,0.123364883596612,0,0,11.375,25.8320056077867,"CYP1B1"
"MS-275 PC3 UP","1/431",0.103214539633463,0.123364883596612,0,0,11.375,25.8320056077867,"CYP1B1"
"emetine HL60 DOWN","1/435",0.104130794057654,0.124190622350146,0,0,11.2678571428571,25.4891045442644,"DEGS1"
"carbamazepine CTD 00005574","1/436",0.104359740612128,0.124194853298666,0,0,11.2413793103448,25.4045201785536,"PTEN"
"camptothecin PC3 UP","1/437",0.104588640356844,0.124199010423752,0,0,11.2150229357798,25.3203853288777,"HSDL2"
"ETHYL METHANESULFONATE CTD 00005938","2/2315",0.1055517431615,0.125073140821477,0,0,5.09641158668396,11.4595566068675,"HSDL2;PTEN"
"digoxin MCF7 DOWN","1/449",0.107331788717622,0.12690947550088,0,0,10.9079241071429,24.3446367654426,"OSBPL1A"
"scopolamine PC3 UP","1/454",0.108472781065277,0.127983945111279,0,0,10.7847682119205,23.955731134189,"PTEN"
"pregnenolone PC3 UP","1/456",0.10892885118602,0.128247429494651,0,0,10.7362637362637,23.8029446507068,"PTEN"
"strophanthidin PC3 UP","1/459",0.10961260638617,0.128777283835351,0,0,10.6643013100437,23.5766681487286,"CYP1B1"
"etoposide CTD 00005948","1/461",0.110068209964557,0.129037412107385,0,0,10.616847826087,23.4277204965863,"PTEN"
"azacitidine MCF7 DOWN","1/482",0.114840797252064,0.133704176194879,0,0,10.1424116424116,21.950293299046,"DEGS1"
"Cylindrospermopsin CTD 00003136","1/483",0.115067551490203,0.133704176194879,0,0,10.1208506224066,21.8836667446843,"CYP1B1"
"Phorbol 12-myristate 13-acetate CTD 00006852","1/483",0.115067551490203,0.133704176194879,0,0,10.1208506224066,21.8836667446843,"CYP1B1"
"digoxin PC3 UP","1/483",0.115067551490203,0.133704176194879,0,0,10.1208506224066,21.8836667446843,"CYP1B1"
"thapsigargin PC3 UP","1/484",0.115294259277432,0.133704176194879,0,0,10.0993788819876,21.8173614069728,"CYP1B1"
"cicloheximide HL60 UP","1/485",0.115520920616186,0.133704176194879,0,0,10.0779958677686,21.7513751103489,"CYP1B1"
"ouabain MCF7 DOWN","1/486",0.115747535471792,0.133704176194879,0,0,10.0567010309278,21.6857057015495,"OSBPL1A"
"vorinostat MCF7 DOWN","1/492",0.117106249410808,0.134969163107546,0,0,9.93075356415479,21.2982254107518,"CYP1B1"
"paclitaxel CTD 00007144","1/493",0.117332539253202,0.134969163107546,0,0,9.91006097560976,21.2347153687228,"PTEN"
"alprostadil HL60 DOWN","1/500",0.118915269367656,0.136454876442202,0,0,9.76753507014028,20.798442798066,"OSBPL1A"
"irinotecan PC3 UP","1/501",0.119141188200937,0.136454876442202,0,0,9.7475,20.7372802133214,"CYP1B1"
"Dasatinib CTD 00004330","1/502",0.119367060698986,0.136454876442202,0,0,9.72754491017964,20.6764024380142,"CYP1B1"
"lycorine PC3 UP","1/508",0.120721322841077,0.137717285477088,0,0,9.6094674556213,20.3170136260764,"CYP1B1"
"cephaeline PC3 UP","1/514",0.122073918380621,0.13897258063579,0,0,9.49415204678363,19.9674220316664,"CYP1B1"
"curcumin CTD 00000663","1/528",0.125223502040025,0.142264226028977,0,0,9.23529411764706,19.1877561263174,"CYP1B1"
"GDC-0941 CTD 00004868","1/533",0.126346160117799,0.143204055224307,0,0,9.14614661654135,18.9209063941516,"PTEN"
"chlorhexidine PC3 DOWN","1/534",0.126570553347074,0.143204055224307,0,0,9.12851782363978,18.8682391394741,"CYP1B1"
"fisetin PC3 DOWN","1/541",0.128140015333319,0.144682681247252,0,0,9.00694444444444,18.5059539639891,"CYP1B1"
"trichostatin A HL60 DOWN","1/543",0.128588018403729,0.144891611739172,0,0,8.97278597785978,18.4044549550413,"CYP1B1"
"piroxicam CTD 00006571","1/549",0.129930922725846,0.146105996779472,0,0,8.87180656934307,18.1051599578389,"DEGS1"
"dirithromycin HL60 DOWN","1/556",0.131495551418305,0.147564254239279,0,0,8.75675675675676,17.7655527409585,"PTEN"
"vorinostat HL60 DOWN","1/569",0.13439531832751,0.150511830078167,0,0,8.5506161971831,17.1608274990015,"CYP1B1"
"hydrogen peroxide CTD 00006118","2/2673",0.135471950980752,0.151409827566722,0,0,4.32397354299264,8.64358274349114,"PTEN;CYP1B1"
"NICKEL SULFATE CTD 00001417","1/576",0.135953519999934,0.151640464615311,0,0,8.44347826086956,16.8484729747189,"PTEN"
"sulfaguanidine PC3 DOWN","1/583",0.137509476890051,0.153066104578623,0,0,8.3389175257732,16.5449330649343,"HSDL2"
"4-Hydroxytamoxifen CTD 00000850","1/586",0.138175628987762,0.153497523331163,0,0,8.2948717948718,16.4174568560095,"CYP1B1"
"trichostatin A MCF7 DOWN","1/588",0.138619501675397,0.153680775499283,0,0,8.26575809199319,16.3333239478085,"CYP1B1"
"cytarabine CTD 00005743","1/594",0.139950022516384,0.154778678226575,0,0,8.17959527824621,16.0849279262915,"PTEN"
"azacitidine PC3 DOWN","1/595",0.140171616034593,0.154778678226575,0,0,8.16540404040404,16.0441026036184,"DEGS1"
"benzene CTD 00005481","1/615",0.144593903860775,0.159342482054574,0,0,7.89128664495114,15.2603763037414,"CYP1B1"
"methotrexate CTD 00006299","1/619",0.145476173884557,0.159994754112556,0,0,7.83859223300971,15.1107909868353,"PTEN"
"emetine MCF7 UP","1/637",0.149437384858477,0.164023902504025,0,0,7.60966981132075,14.465052442113,"CYP1B1"
"staurosporine MCF7 DOWN","1/649",0.152070020997115,0.166548043608465,0,0,7.46412037037037,14.058030294232,"CYP1B1"
"troglitazone CTD 00002415","1/651",0.152508159206032,0.166548043608465,0,0,7.44038461538462,13.9919199129653,"CYP1B1"
"8-Bromo-cAMP, Na CTD 00007044","1/652",0.152727160391661,0.166548043608465,0,0,7.42857142857143,13.9590450250774,"CYP1B1"
"lanatoside C MCF7 DOWN","1/653",0.152946116272021,0.166548043608465,0,0,7.41679447852761,13.9262895280738,"OSBPL1A"
"trichostatin A HL60 UP","1/667",0.156006748766994,0.169545795997266,0,0,7.25563063063063,13.4799169831903,"HSDL2"
"scriptaid MCF7 DOWN","1/670",0.156661446082191,0.169922159037967,0,0,7.2219730941704,13.3871418397829,"CYP1B1"
"scriptaid PC3 DOWN","1/692",0.161450155679091,0.174772172454183,0,0,6.98408104196816,12.7358825663732,"CYP1B1"
"Copper sulfate CTD 00007279","3/6016",0.164113099934377,0.177306506007533,0,0,3.48794279062032,6.30340831062839,"HSDL2;PTEN;CYP1B1"
"anisomycin MCF7 UP","1/718",0.167081468135356,0.180160252333818,0,0,6.72175732217573,12.0270639463796,"CYP1B1"
"puromycin PC3 DOWN","1/722",0.167945131988689,0.18073782758939,0,0,6.68307905686546,11.9234012947814,"HSDL2"
"zalcitabine PC3 DOWN","1/726",0.168808079256604,0.181190780117549,0,0,6.6448275862069,11.8211006661449,"HSDL2"
"vorinostat HL60 UP","1/727",0.169023704138694,0.181190780117549,0,0,6.6353305785124,11.795735409705,"HSDL2"
"metronidazole PC3 DOWN","1/745",0.172897306573653,0.184983331887539,0,0,6.46875,11.3530279725609,"HSDL2"
"medrysone HL60 DOWN","1/760",0.176114261868888,0.188059996685576,0,0,6.33596837944664,11.0031838495037,"OSBPL1A"
"cephaeline HL60 UP","1/767",0.177612078071883,0.189292562896727,0,0,6.27578328981723,10.8455165034277,"CYP1B1"
"quercetin CTD 00006679","2/3158",0.179501457785736,0.190936878841584,0,0,3.55703422053232,6.10946220137256,"PTEN;CYP1B1"
"ampyrone HL60 DOWN","1/781",0.180601175207558,0.191736507782975,0,0,6.15865384615385,10.5403151515847,"CYP1B1"
"emetine PC3 UP","1/801",0.184856230683818,0.195876505974584,0,0,5.9984375,10.1264235484082,"CYP1B1"
"Caspan CTD 00000180","1/808",0.186341316791397,0.196917367084025,0,0,5.94423791821561,9.98736143254811,"CYP1B1"
"sulfaguanidine PC3 UP","1/809",0.186553295132234,0.196917367084025,0,0,5.93657178217822,9.96773148758851,"PTEN"
"cephaeline MCF7 UP","1/811",0.18697711928248,0.196987366586322,0,0,5.9212962962963,9.92864622571891,"CYP1B1"
"emetine HL60 UP","1/849",0.194996272533918,0.20504379039349,0,0,5.64475235849057,9.2278991100495,"CYP1B1"
"lycorine HL60 DOWN","1/862",0.19772509286294,0.207122673322205,0,0,5.55574912891986,9.0051894971794,"OSBPL1A"
"lycorine HL60 UP","1/862",0.19772509286294,0.207122673322205,0,0,5.55574912891986,9.0051894971794,"CYP1B1"
